Indicator,RegionID,Date,Year,Home_value,Mongo_ID,City_Name,City_Size
ZATT,126011,10/31/2010,2010,411710,60403212bff9453704dc896d,"St. Augustine, FL",Medium
ZATT,126011,9/30/2010,2010,412733,60403212bff9453704dc896e,"St. Augustine, FL",Medium
ZATT,126011,8/31/2010,2010,413670,60403212bff9453704dc896f,"St. Augustine, FL",Medium
ZATT,126011,7/31/2010,2010,415499,60403212bff9453704dc8970,"St. Augustine, FL",Medium
ZATT,126011,6/30/2010,2010,418509,60403212bff9453704dc8971,"St. Augustine, FL",Medium
ZATT,126011,5/31/2010,2010,420139,60403212bff9453704dc8972,"St. Augustine, FL",Medium
ZATT,126011,4/30/2010,2010,422280,60403212bff9453704dc8973,"St. Augustine, FL",Medium
ZATT,126011,3/31/2010,2010,423810,60403212bff9453704dc8974,"St. Augustine, FL",Medium
ZATT,126011,2/28/2010,2010,427303,60403212bff9453704dc8975,"St. Augustine, FL",Medium
ZATT,126011,1/31/2010,2010,429210,60403212bff9453704dc8976,"St. Augustine, FL",Medium
ZATT,126011,12/31/2009,2009,429879,60403212bff9453704dc8977,"St. Augustine, FL",Medium
ZATT,126011,11/30/2009,2009,430880,60403212bff9453704dc8978,"St. Augustine, FL",Medium
ZATT,126011,10/31/2009,2009,435954,60403212bff9453704dc8979,"St. Augustine, FL",Medium
ZATT,126011,9/30/2009,2009,442825,60403212bff9453704dc897a,"St. Augustine, FL",Medium
ZATT,126011,8/31/2009,2009,448674,60403212bff9453704dc897b,"St. Augustine, FL",Medium
ZATT,126011,7/31/2009,2009,454186,60403212bff9453704dc897c,"St. Augustine, FL",Medium
ZATT,126011,6/30/2009,2009,457121,60403212bff9453704dc897d,"St. Augustine, FL",Medium
ZATT,126011,5/31/2009,2009,460850,60403212bff9453704dc897e,"St. Augustine, FL",Medium
ZATT,126011,4/30/2009,2009,464591,60403212bff9453704dc897f,"St. Augustine, FL",Medium
ZATT,126011,3/31/2009,2009,471015,60403212bff9453704dc8980,"St. Augustine, FL",Medium
ZATT,126011,2/28/2009,2009,476991,60403212bff9453704dc8981,"St. Augustine, FL",Medium
ZATT,126011,1/31/2009,2009,483972,60403212bff9453704dc8982,"St. Augustine, FL",Medium
ZATT,126011,12/31/2008,2008,491993,60403212bff9453704dc8983,"St. Augustine, FL",Medium
ZATT,126011,11/30/2008,2008,500174,60403212bff9453704dc8984,"St. Augustine, FL",Medium
ZATT,126011,10/31/2008,2008,506009,60403212bff9453704dc8985,"St. Augustine, FL",Medium
ZATT,126011,9/30/2008,2008,511175,60403212bff9453704dc8986,"St. Augustine, FL",Medium
ZATT,126011,8/31/2008,2008,516791,60403212bff9453704dc8987,"St. Augustine, FL",Medium
ZATT,126011,7/31/2008,2008,521163,60403212bff9453704dc8988,"St. Augustine, FL",Medium
ZATT,126011,6/30/2008,2008,528783,60403212bff9453704dc8989,"St. Augustine, FL",Medium
ZATT,126011,5/31/2008,2008,538005,60403212bff9453704dc898a,"St. Augustine, FL",Medium
ZATT,126011,4/30/2008,2008,550173,60403212bff9453704dc898b,"St. Augustine, FL",Medium
ZATT,126011,3/31/2008,2008,558774,60403212bff9453704dc898c,"St. Augustine, FL",Medium
ZATT,126011,2/29/2008,2008,569001,60403212bff9453704dc898d,"St. Augustine, FL",Medium
ZATT,126011,1/31/2008,2008,576850,60403212bff9453704dc898e,"St. Augustine, FL",Medium
ZATT,126011,12/31/2007,2007,583867,60403212bff9453704dc898f,"St. Augustine, FL",Medium
ZATT,126011,11/30/2007,2007,590355,60403212bff9453704dc8990,"St. Augustine, FL",Medium
ZATT,126011,10/31/2007,2007,599538,60403212bff9453704dc8991,"St. Augustine, FL",Medium
ZATT,126011,9/30/2007,2007,611284,60403212bff9453704dc8992,"St. Augustine, FL",Medium
ZATT,126011,8/31/2007,2007,622393,60403212bff9453704dc8993,"St. Augustine, FL",Medium
ZATT,126011,7/31/2007,2007,634193,60403212bff9453704dc8994,"St. Augustine, FL",Medium
ZATT,126011,6/30/2007,2007,643701,60403212bff9453704dc8995,"St. Augustine, FL",Medium
ZATT,126011,5/31/2007,2007,651953,60403212bff9453704dc8996,"St. Augustine, FL",Medium
ZATT,126011,4/30/2007,2007,657546,60403212bff9453704dc8997,"St. Augustine, FL",Medium
ZATT,126011,3/31/2007,2007,662505,60403212bff9453704dc8998,"St. Augustine, FL",Medium
ZATT,126011,2/28/2007,2007,664313,60403212bff9453704dc8999,"St. Augustine, FL",Medium
ZATT,126011,1/31/2007,2007,668802,60403212bff9453704dc899a,"St. Augustine, FL",Medium
ZATT,126011,12/31/2006,2006,674653,60403212bff9453704dc899b,"St. Augustine, FL",Medium
ZATT,126011,11/30/2006,2006,682179,60403212bff9453704dc899c,"St. Augustine, FL",Medium
ZATT,126011,10/31/2006,2006,684935,60403212bff9453704dc899d,"St. Augustine, FL",Medium
ZATT,126011,9/30/2006,2006,685271,60403212bff9453704dc899e,"St. Augustine, FL",Medium
ZATT,126011,8/31/2006,2006,683740,60403212bff9453704dc899f,"St. Augustine, FL",Medium
ZATT,126011,7/31/2006,2006,681999,60403212bff9453704dc89a0,"St. Augustine, FL",Medium
ZATT,126011,6/30/2006,2006,679238,60403212bff9453704dc89a1,"St. Augustine, FL",Medium
ZATT,126011,5/31/2006,2006,675649,60403212bff9453704dc89a2,"St. Augustine, FL",Medium
ZATT,126011,4/30/2006,2006,670466,60403212bff9453704dc89a3,"St. Augustine, FL",Medium
ZATT,126011,3/31/2006,2006,665394,60403212bff9453704dc89a4,"St. Augustine, FL",Medium
ZATT,126011,2/28/2006,2006,657882,60403212bff9453704dc89a5,"St. Augustine, FL",Medium
ZATT,126011,1/31/2006,2006,650131,60403212bff9453704dc89a6,"St. Augustine, FL",Medium
ZATT,126011,12/31/2005,2005,639808,60403212bff9453704dc89a7,"St. Augustine, FL",Medium
ZATT,126011,11/30/2005,2005,627048,60403212bff9453704dc89a8,"St. Augustine, FL",Medium
ZATT,126011,10/31/2005,2005,613656,60403212bff9453704dc89a9,"St. Augustine, FL",Medium
ZATT,126011,9/30/2005,2005,599122,60403212bff9453704dc89aa,"St. Augustine, FL",Medium
ZATT,126011,8/31/2005,2005,586853,60403212bff9453704dc89ab,"St. Augustine, FL",Medium
ZATT,126011,7/31/2005,2005,574090,60403212bff9453704dc89ac,"St. Augustine, FL",Medium
ZATT,126011,6/30/2005,2005,562580,60403212bff9453704dc89ad,"St. Augustine, FL",Medium
ZATT,126011,5/31/2005,2005,549907,60403212bff9453704dc89ae,"St. Augustine, FL",Medium
ZATT,126011,4/30/2005,2005,538091,60403212bff9453704dc89af,"St. Augustine, FL",Medium
ZATT,126011,3/31/2005,2005,527177,60403212bff9453704dc89b0,"St. Augustine, FL",Medium
ZATT,126011,2/28/2005,2005,520193,60403212bff9453704dc89b1,"St. Augustine, FL",Medium
ZATT,126011,1/31/2005,2005,512565,60403212bff9453704dc89b2,"St. Augustine, FL",Medium
ZATT,126011,12/31/2004,2004,506141,60403212bff9453704dc89b3,"St. Augustine, FL",Medium
ZATT,126011,11/30/2004,2004,500106,60403212bff9453704dc89b4,"St. Augustine, FL",Medium
ZATT,126011,10/31/2004,2004,495725,60403212bff9453704dc89b5,"St. Augustine, FL",Medium
ZATT,126011,9/30/2004,2004,490997,60403212bff9453704dc89b6,"St. Augustine, FL",Medium
ZATT,126011,8/31/2004,2004,485719,60403212bff9453704dc89b7,"St. Augustine, FL",Medium
ZATT,126011,7/31/2004,2004,480933,60403212bff9453704dc89b8,"St. Augustine, FL",Medium
ZATT,126011,6/30/2004,2004,475377,60403212bff9453704dc89b9,"St. Augustine, FL",Medium
ZATT,126011,5/31/2004,2004,470172,60403212bff9453704dc89ba,"St. Augustine, FL",Medium
ZATT,126011,4/30/2004,2004,464830,60403212bff9453704dc89bb,"St. Augustine, FL",Medium
ZATT,126011,3/31/2004,2004,460059,60403212bff9453704dc89bc,"St. Augustine, FL",Medium
ZATT,126011,2/29/2004,2004,454920,60403212bff9453704dc89bd,"St. Augustine, FL",Medium
ZATT,126011,1/31/2004,2004,449992,60403212bff9453704dc89be,"St. Augustine, FL",Medium
ZATT,126011,12/31/2003,2003,444442,60403212bff9453704dc89bf,"St. Augustine, FL",Medium
ZATT,126011,11/30/2003,2003,437320,60403212bff9453704dc89c0,"St. Augustine, FL",Medium
ZATT,126011,10/31/2003,2003,429608,60403212bff9453704dc89c1,"St. Augustine, FL",Medium
ZATT,126011,9/30/2003,2003,423174,60403212bff9453704dc89c2,"St. Augustine, FL",Medium
ZATT,126011,8/31/2003,2003,417730,60403212bff9453704dc89c3,"St. Augustine, FL",Medium
ZATT,126011,7/31/2003,2003,412955,60403212bff9453704dc89c4,"St. Augustine, FL",Medium
ZATT,126011,6/30/2003,2003,408163,60403212bff9453704dc89c5,"St. Augustine, FL",Medium
ZATT,126011,5/31/2003,2003,404908,60403212bff9453704dc89c6,"St. Augustine, FL",Medium
ZATT,126011,4/30/2003,2003,401705,60403212bff9453704dc89c7,"St. Augustine, FL",Medium
ZATT,126011,3/31/2003,2003,399219,60403212bff9453704dc89c8,"St. Augustine, FL",Medium
ZATT,126011,2/28/2003,2003,395021,60403212bff9453704dc89c9,"St. Augustine, FL",Medium
ZATT,126011,1/31/2003,2003,390905,60403212bff9453704dc89ca,"St. Augustine, FL",Medium
ZATT,126011,12/31/2002,2002,386325,60403212bff9453704dc89cb,"St. Augustine, FL",Medium
ZATT,126011,11/30/2002,2002,383556,60403212bff9453704dc89cc,"St. Augustine, FL",Medium
ZATT,126011,10/31/2002,2002,381012,60403212bff9453704dc89cd,"St. Augustine, FL",Medium
ZATT,126011,9/30/2002,2002,378190,60403212bff9453704dc89ce,"St. Augustine, FL",Medium
ZATT,126011,8/31/2002,2002,374967,60403212bff9453704dc89cf,"St. Augustine, FL",Medium
ZATT,126011,7/31/2002,2002,372559,60403212bff9453704dc89d0,"St. Augustine, FL",Medium
ZATT,126011,6/30/2002,2002,369834,60403212bff9453704dc89d1,"St. Augustine, FL",Medium
ZATT,126011,5/31/2002,2002,366305,60403212bff9453704dc89d2,"St. Augustine, FL",Medium
ZATT,126011,4/30/2002,2002,362067,60403212bff9453704dc89d3,"St. Augustine, FL",Medium
ZATT,126011,3/31/2002,2002,357442,60403212bff9453704dc89d4,"St. Augustine, FL",Medium
ZATT,126011,2/28/2002,2002,354313,60403212bff9453704dc89d5,"St. Augustine, FL",Medium
ZATT,126011,1/31/2002,2002,351324,60403212bff9453704dc89d6,"St. Augustine, FL",Medium
ZATT,126011,12/31/2001,2001,349902,60403212bff9453704dc89d7,"St. Augustine, FL",Medium
ZATT,126011,11/30/2001,2001,348192,60403212bff9453704dc89d8,"St. Augustine, FL",Medium
ZATT,126011,10/31/2001,2001,346221,60403212bff9453704dc89d9,"St. Augustine, FL",Medium
ZATT,126011,9/30/2001,2001,343664,60403212bff9453704dc89da,"St. Augustine, FL",Medium
ZATT,126011,8/31/2001,2001,341442,60403212bff9453704dc89db,"St. Augustine, FL",Medium
ZATT,126011,7/31/2001,2001,337770,60403212bff9453704dc89dc,"St. Augustine, FL",Medium
ZATT,126011,6/30/2001,2001,336130,60403212bff9453704dc89dd,"St. Augustine, FL",Medium
ZATT,126011,5/31/2001,2001,333520,60403212bff9453704dc89de,"St. Augustine, FL",Medium
ZATT,126011,4/30/2001,2001,332436,60403212bff9453704dc89df,"St. Augustine, FL",Medium
ZATT,126011,3/31/2001,2001,329470,60403212bff9453704dc89e0,"St. Augustine, FL",Medium
ZATT,126011,2/28/2001,2001,325796,60403212bff9453704dc89e1,"St. Augustine, FL",Medium
ZATT,126011,1/31/2001,2001,322764,60403212bff9453704dc89e2,"St. Augustine, FL",Medium
ZATT,126011,12/31/2000,2000,318900,60403212bff9453704dc89e3,"St. Augustine, FL",Medium
ZATT,126011,11/30/2000,2000,315488,60403212bff9453704dc89e4,"St. Augustine, FL",Medium
ZATT,126011,10/31/2000,2000,311563,60403212bff9453704dc89e5,"St. Augustine, FL",Medium
ZATT,126011,9/30/2000,2000,308468,60403212bff9453704dc89e6,"St. Augustine, FL",Medium
ZATT,126011,8/31/2000,2000,305165,60403212bff9453704dc89e7,"St. Augustine, FL",Medium
ZATT,126011,7/31/2000,2000,302444,60403212bff9453704dc89e8,"St. Augustine, FL",Medium
ZATT,126011,6/30/2000,2000,298503,60403212bff9453704dc89e9,"St. Augustine, FL",Medium
ZATT,126011,5/31/2000,2000,296006,60403212bff9453704dc89ea,"St. Augustine, FL",Medium
ZATT,126011,4/30/2000,2000,292129,60403212bff9453704dc89eb,"St. Augustine, FL",Medium
ZATT,126011,3/31/2000,2000,290233,60403212bff9453704dc89ec,"St. Augustine, FL",Medium
ZATT,126011,2/29/2000,2000,288445,60403212bff9453704dc89ed,"St. Augustine, FL",Medium
ZATT,126011,1/31/2000,2000,285742,60403212bff9453704dc89ee,"St. Augustine, FL",Medium
ZATT,126011,12/31/1999,1999,282892,60403212bff9453704dc89ef,"St. Augustine, FL",Medium
ZATT,126011,11/30/1999,1999,279614,60403212bff9453704dc89f0,"St. Augustine, FL",Medium
ZATT,126011,10/31/1999,1999,278251,60403212bff9453704dc89f1,"St. Augustine, FL",Medium
ZATT,126011,9/30/1999,1999,276999,60403212bff9453704dc89f2,"St. Augustine, FL",Medium
ZATT,126011,8/31/1999,1999,275595,60403212bff9453704dc89f3,"St. Augustine, FL",Medium
ZATT,126011,7/31/1999,1999,273497,60403212bff9453704dc89f4,"St. Augustine, FL",Medium
ZATT,126011,6/30/1999,1999,271762,60403212bff9453704dc89f5,"St. Augustine, FL",Medium
ZATT,126011,5/31/1999,1999,269901,60403212bff9453704dc89f6,"St. Augustine, FL",Medium
ZATT,126011,4/30/1999,1999,269317,60403212bff9453704dc89f7,"St. Augustine, FL",Medium
ZATT,126011,3/31/1999,1999,267148,60403212bff9453704dc89f8,"St. Augustine, FL",Medium
ZATT,126011,2/28/1999,1999,264758,60403212bff9453704dc89f9,"St. Augustine, FL",Medium
ZATT,126011,1/31/1999,1999,262380,60403212bff9453704dc89fa,"St. Augustine, FL",Medium
ZATT,126011,12/31/1998,1998,261334,60403212bff9453704dc89fb,"St. Augustine, FL",Medium
ZATT,126011,11/30/1998,1998,260813,60403212bff9453704dc89fc,"St. Augustine, FL",Medium
ZATT,126011,10/31/1998,1998,259707,60403212bff9453704dc89fd,"St. Augustine, FL",Medium
ZATT,126011,9/30/1998,1998,258215,60403212bff9453704dc89fe,"St. Augustine, FL",Medium
ZATT,126011,8/31/1998,1998,256060,60403212bff9453704dc89ff,"St. Augustine, FL",Medium
ZATT,126011,7/31/1998,1998,254849,60403212bff9453704dc8a00,"St. Augustine, FL",Medium
ZATT,126011,6/30/1998,1998,253687,60403212bff9453704dc8a01,"St. Augustine, FL",Medium
ZATT,126011,5/31/1998,1998,252740,60403212bff9453704dc8a02,"St. Augustine, FL",Medium
ZATT,126011,4/30/1998,1998,251642,60403212bff9453704dc8a03,"St. Augustine, FL",Medium
ZATT,126011,3/31/1998,1998,251352,60403212bff9453704dc8a04,"St. Augustine, FL",Medium
ZATT,126011,2/28/1998,1998,251259,60403212bff9453704dc8a05,"St. Augustine, FL",Medium
ZATT,126011,1/31/1998,1998,250808,60403212bff9453704dc8a06,"St. Augustine, FL",Medium
ZATT,126011,12/31/1997,1997,248814,60403212bff9453704dc8a07,"St. Augustine, FL",Medium
ZATT,126011,11/30/1997,1997,247942,60403212bff9453704dc8a08,"St. Augustine, FL",Medium
ZATT,126011,10/31/1997,1997,245717,60403212bff9453704dc8a09,"St. Augustine, FL",Medium
ZATT,126011,9/30/1997,1997,244796,60403212bff9453704dc8a0a,"St. Augustine, FL",Medium
ZATT,126011,8/31/1997,1997,243483,60403212bff9453704dc8a0b,"St. Augustine, FL",Medium
ZATT,126011,7/31/1997,1997,244022,60403212bff9453704dc8a0c,"St. Augustine, FL",Medium
ZATT,126011,6/30/1997,1997,243705,60403212bff9453704dc8a0d,"St. Augustine, FL",Medium
ZATT,126011,5/31/1997,1997,242434,60403212bff9453704dc8a0e,"St. Augustine, FL",Medium
ZATT,126011,4/30/1997,1997,239012,60403212bff9453704dc8a0f,"St. Augustine, FL",Medium
ZATT,126011,3/31/1997,1997,236210,60403212bff9453704dc8a10,"St. Augustine, FL",Medium
ZATT,126011,2/28/1997,1997,234063,60403212bff9453704dc8a11,"St. Augustine, FL",Medium
ZATT,126011,1/31/1997,1997,233123,60403212bff9453704dc8a12,"St. Augustine, FL",Medium
ZATT,126011,12/31/1996,1996,232241,60403212bff9453704dc8a13,"St. Augustine, FL",Medium
ZATT,126011,11/30/1996,1996,230534,60403212bff9453704dc8a14,"St. Augustine, FL",Medium
ZATT,126011,10/31/1996,1996,229888,60403212bff9453704dc8a15,"St. Augustine, FL",Medium
ZATT,126011,9/30/1996,1996,228624,60403212bff9453704dc8a16,"St. Augustine, FL",Medium
ZATT,126011,8/31/1996,1996,228091,60403212bff9453704dc8a17,"St. Augustine, FL",Medium
ZATT,126011,7/31/1996,1996,226137,60403212bff9453704dc8a18,"St. Augustine, FL",Medium
ZATT,126011,6/30/1996,1996,224910,60403212bff9453704dc8a19,"St. Augustine, FL",Medium
ZATT,126011,5/31/1996,1996,224445,60403212bff9453704dc8a1a,"St. Augustine, FL",Medium
ZATT,126011,4/30/1996,1996,225593,60403212bff9453704dc8a1b,"St. Augustine, FL",Medium
ZATT,126011,3/31/1996,1996,226371,60403212bff9453704dc8a1c,"St. Augustine, FL",Medium
ZATT,126011,2/29/1996,1996,226868,60403212bff9453704dc8a1d,"St. Augustine, FL",Medium
ZATT,126011,1/31/1996,1996,226372,60403212bff9453704dc8a1e,"St. Augustine, FL",Medium
ZATT,40760,1/31/2021,2021,776019,604032b7bff9453704dc93eb,"Santa Fe, NM",Medium
ZATT,40760,12/31/2020,2020,767038,604032b7bff9453704dc93ec,"Santa Fe, NM",Medium
ZATT,40760,11/30/2020,2020,758693,604032b7bff9453704dc93ed,"Santa Fe, NM",Medium
ZATT,40760,10/31/2020,2020,754012,604032b7bff9453704dc93ee,"Santa Fe, NM",Medium
ZATT,40760,9/30/2020,2020,747952,604032b7bff9453704dc93ef,"Santa Fe, NM",Medium
ZATT,40760,8/31/2020,2020,741570,604032b7bff9453704dc93f0,"Santa Fe, NM",Medium
ZATT,40760,7/31/2020,2020,741357,604032b7bff9453704dc93f1,"Santa Fe, NM",Medium
ZATT,40760,6/30/2020,2020,729567,604032b7bff9453704dc93f2,"Santa Fe, NM",Medium
ZATT,40760,5/31/2020,2020,727409,604032b7bff9453704dc93f3,"Santa Fe, NM",Medium
ZATT,40760,4/30/2020,2020,731087,604032b7bff9453704dc93f4,"Santa Fe, NM",Medium
ZATT,40760,3/31/2020,2020,730558,604032b7bff9453704dc93f5,"Santa Fe, NM",Medium
ZATT,40760,2/29/2020,2020,729449,604032b7bff9453704dc93f6,"Santa Fe, NM",Medium
ZATT,40760,1/31/2020,2020,729129,604032b7bff9453704dc93f7,"Santa Fe, NM",Medium
ZATT,40760,12/31/2019,2019,728965,604032b7bff9453704dc93f8,"Santa Fe, NM",Medium
ZATT,40760,11/30/2019,2019,726860,604032b7bff9453704dc93f9,"Santa Fe, NM",Medium
ZATT,40760,10/31/2019,2019,723855,604032b7bff9453704dc93fa,"Santa Fe, NM",Medium
ZATT,40760,9/30/2019,2019,718628,604032b7bff9453704dc93fb,"Santa Fe, NM",Medium
ZATT,40760,8/31/2019,2019,714242,604032b7bff9453704dc93fc,"Santa Fe, NM",Medium
ZATT,40760,7/31/2019,2019,709456,604032b7bff9453704dc93fd,"Santa Fe, NM",Medium
ZATT,40760,6/30/2019,2019,703706,604032b7bff9453704dc93fe,"Santa Fe, NM",Medium
ZATT,40760,5/31/2019,2019,695390,604032b7bff9453704dc93ff,"Santa Fe, NM",Medium
ZATT,40760,4/30/2019,2019,687621,604032b7bff9453704dc9400,"Santa Fe, NM",Medium
ZATT,40760,3/31/2019,2019,683814,604032b7bff9453704dc9401,"Santa Fe, NM",Medium
ZATT,40760,2/28/2019,2019,678331,604032b7bff9453704dc9402,"Santa Fe, NM",Medium
ZATT,40760,1/31/2019,2019,671180,604032b7bff9453704dc9403,"Santa Fe, NM",Medium
ZATT,40760,12/31/2018,2018,663424,604032b7bff9453704dc9404,"Santa Fe, NM",Medium
ZATT,40760,11/30/2018,2018,657348,604032b7bff9453704dc9405,"Santa Fe, NM",Medium
ZATT,40760,10/31/2018,2018,651901,604032b7bff9453704dc9406,"Santa Fe, NM",Medium
ZATT,40760,9/30/2018,2018,648353,604032b7bff9453704dc9407,"Santa Fe, NM",Medium
ZATT,40760,8/31/2018,2018,645089,604032b7bff9453704dc9408,"Santa Fe, NM",Medium
ZATT,40760,7/31/2018,2018,643231,604032b7bff9453704dc9409,"Santa Fe, NM",Medium
ZATT,40760,6/30/2018,2018,643496,604032b7bff9453704dc940a,"Santa Fe, NM",Medium
ZATT,40760,5/31/2018,2018,643854,604032b7bff9453704dc940b,"Santa Fe, NM",Medium
ZATT,40760,4/30/2018,2018,644078,604032b7bff9453704dc940c,"Santa Fe, NM",Medium
ZATT,40760,3/31/2018,2018,640480,604032b7bff9453704dc940d,"Santa Fe, NM",Medium
ZATT,40760,2/28/2018,2018,640437,604032b7bff9453704dc940e,"Santa Fe, NM",Medium
ZATT,40760,1/31/2018,2018,640404,604032b7bff9453704dc940f,"Santa Fe, NM",Medium
ZATT,40760,12/31/2017,2017,640097,604032b7bff9453704dc9410,"Santa Fe, NM",Medium
ZATT,40760,11/30/2017,2017,640550,604032b7bff9453704dc9411,"Santa Fe, NM",Medium
ZATT,40760,10/31/2017,2017,642188,604032b7bff9453704dc9412,"Santa Fe, NM",Medium
ZATT,40760,9/30/2017,2017,644889,604032b7bff9453704dc9413,"Santa Fe, NM",Medium
ZATT,40760,8/31/2017,2017,645416,604032b7bff9453704dc9414,"Santa Fe, NM",Medium
ZATT,40760,7/31/2017,2017,645068,604032b7bff9453704dc9415,"Santa Fe, NM",Medium
ZATT,40760,6/30/2017,2017,643851,604032b7bff9453704dc9416,"Santa Fe, NM",Medium
ZATT,40760,5/31/2017,2017,643294,604032b7bff9453704dc9417,"Santa Fe, NM",Medium
ZATT,40760,4/30/2017,2017,642818,604032b7bff9453704dc9418,"Santa Fe, NM",Medium
ZATT,40760,3/31/2017,2017,641355,604032b7bff9453704dc9419,"Santa Fe, NM",Medium
ZATT,40760,2/28/2017,2017,638114,604032b7bff9453704dc941a,"Santa Fe, NM",Medium
ZATT,40760,1/31/2017,2017,635919,604032b7bff9453704dc941b,"Santa Fe, NM",Medium
ZATT,40760,12/31/2016,2016,634409,604032b7bff9453704dc941c,"Santa Fe, NM",Medium
ZATT,40760,11/30/2016,2016,632913,604032b7bff9453704dc941d,"Santa Fe, NM",Medium
ZATT,40760,10/31/2016,2016,629043,604032b7bff9453704dc941e,"Santa Fe, NM",Medium
ZATT,40760,9/30/2016,2016,625249,604032b7bff9453704dc941f,"Santa Fe, NM",Medium
ZATT,40760,8/31/2016,2016,621077,604032b7bff9453704dc9420,"Santa Fe, NM",Medium
ZATT,40760,7/31/2016,2016,617421,604032b7bff9453704dc9421,"Santa Fe, NM",Medium
ZATT,40760,6/30/2016,2016,613063,604032b7bff9453704dc9422,"Santa Fe, NM",Medium
ZATT,40760,5/31/2016,2016,610945,604032b7bff9453704dc9423,"Santa Fe, NM",Medium
ZATT,40760,4/30/2016,2016,609650,604032b7bff9453704dc9424,"Santa Fe, NM",Medium
ZATT,40760,3/31/2016,2016,610277,604032b7bff9453704dc9425,"Santa Fe, NM",Medium
ZATT,40760,2/29/2016,2016,610907,604032b7bff9453704dc9426,"Santa Fe, NM",Medium
ZATT,40760,1/31/2016,2016,609817,604032b7bff9453704dc9427,"Santa Fe, NM",Medium
ZATT,40760,12/31/2015,2015,608845,604032b7bff9453704dc9428,"Santa Fe, NM",Medium
ZATT,40760,11/30/2015,2015,606751,604032b7bff9453704dc9429,"Santa Fe, NM",Medium
ZATT,40760,10/31/2015,2015,607179,604032b7bff9453704dc942a,"Santa Fe, NM",Medium
ZATT,40760,9/30/2015,2015,605473,604032b7bff9453704dc942b,"Santa Fe, NM",Medium
ZATT,40760,8/31/2015,2015,603432,604032b7bff9453704dc942c,"Santa Fe, NM",Medium
ZATT,40760,7/31/2015,2015,600377,604032b7bff9453704dc942d,"Santa Fe, NM",Medium
ZATT,40760,6/30/2015,2015,598269,604032b7bff9453704dc942e,"Santa Fe, NM",Medium
ZATT,40760,5/31/2015,2015,594967,604032b7bff9453704dc942f,"Santa Fe, NM",Medium
ZATT,40760,4/30/2015,2015,591794,604032b7bff9453704dc9430,"Santa Fe, NM",Medium
ZATT,40760,3/31/2015,2015,587955,604032b7bff9453704dc9431,"Santa Fe, NM",Medium
ZATT,40760,2/28/2015,2015,584774,604032b7bff9453704dc9432,"Santa Fe, NM",Medium
ZATT,40760,1/31/2015,2015,582146,604032b7bff9453704dc9433,"Santa Fe, NM",Medium
ZATT,40760,12/31/2014,2014,579522,604032b7bff9453704dc9434,"Santa Fe, NM",Medium
ZATT,40760,11/30/2014,2014,578020,604032b7bff9453704dc9435,"Santa Fe, NM",Medium
ZATT,40760,10/31/2014,2014,575865,604032b7bff9453704dc9436,"Santa Fe, NM",Medium
ZATT,40760,9/30/2014,2014,576658,604032b7bff9453704dc9437,"Santa Fe, NM",Medium
ZATT,40760,8/31/2014,2014,579348,604032b7bff9453704dc9438,"Santa Fe, NM",Medium
ZATT,40760,7/31/2014,2014,582094,604032b7bff9453704dc9439,"Santa Fe, NM",Medium
ZATT,40760,6/30/2014,2014,584216,604032b7bff9453704dc943a,"Santa Fe, NM",Medium
ZATT,40760,5/31/2014,2014,585115,604032b7bff9453704dc943b,"Santa Fe, NM",Medium
ZATT,40760,4/30/2014,2014,585899,604032b7bff9453704dc943c,"Santa Fe, NM",Medium
ZATT,40760,3/31/2014,2014,586607,604032b7bff9453704dc943d,"Santa Fe, NM",Medium
ZATT,40760,2/28/2014,2014,586157,604032b7bff9453704dc943e,"Santa Fe, NM",Medium
ZATT,40760,1/31/2014,2014,585478,604032b7bff9453704dc943f,"Santa Fe, NM",Medium
ZATT,40760,12/31/2013,2013,583376,604032b7bff9453704dc9440,"Santa Fe, NM",Medium
ZATT,40760,11/30/2013,2013,580782,604032b7bff9453704dc9441,"Santa Fe, NM",Medium
ZATT,40760,10/31/2013,2013,577225,604032b7bff9453704dc9442,"Santa Fe, NM",Medium
ZATT,40760,9/30/2013,2013,572340,604032b7bff9453704dc9443,"Santa Fe, NM",Medium
ZATT,40760,8/31/2013,2013,567382,604032b7bff9453704dc9444,"Santa Fe, NM",Medium
ZATT,40760,7/31/2013,2013,564046,604032b7bff9453704dc9445,"Santa Fe, NM",Medium
ZATT,40760,6/30/2013,2013,560898,604032b7bff9453704dc9446,"Santa Fe, NM",Medium
ZATT,40760,5/31/2013,2013,558482,604032b7bff9453704dc9447,"Santa Fe, NM",Medium
ZATT,40760,4/30/2013,2013,554732,604032b7bff9453704dc9448,"Santa Fe, NM",Medium
ZATT,40760,3/31/2013,2013,551270,604032b7bff9453704dc9449,"Santa Fe, NM",Medium
ZATT,40760,2/28/2013,2013,549330,604032b7bff9453704dc944a,"Santa Fe, NM",Medium
ZATT,40760,1/31/2013,2013,549061,604032b7bff9453704dc944b,"Santa Fe, NM",Medium
ZATT,40760,12/31/2012,2012,550926,604032b7bff9453704dc944c,"Santa Fe, NM",Medium
ZATT,40760,11/30/2012,2012,552016,604032b7bff9453704dc944d,"Santa Fe, NM",Medium
ZATT,40760,10/31/2012,2012,553686,604032b7bff9453704dc944e,"Santa Fe, NM",Medium
ZATT,40760,9/30/2012,2012,554745,604032b7bff9453704dc944f,"Santa Fe, NM",Medium
